event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
LBN30748,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,Bekaa,"West Bekaa",,Machgara,33.5306,35.6536,1,"National News Agency Lebanon",National,"On 23 November 2024, Israeli warplanes carried out an airstrike targeting a house in Machgara town (West Bekaa, Bekaa). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1776123278
LBN30751,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,Aytit,33.2249,35.3060,1,"L'Orient Le Jour",National,"On 23 November 2024, Israeli warplanes carried out an airstrike in Aytit town (Tyr, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1753954662
LBN30752,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,Mahrouna,33.2187,35.3427,1,"L'Orient Le Jour",National,"On 23 November 2024, Israeli warplanes carried out an airstrike in Mahrouna town (Tyr, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1753954662
LBN30753,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,Srifa,33.2817,35.3971,1,"L'Orient Le Jour",National,"On 23 November 2024, Israeli warplanes carried out an airstrike in Srifa town (Tyr, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1759789919
LBN30759,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Mount Lebanon",Baabda,,"Burj el Barajneh",33.8475,35.5033,1,"An-Nahar; L'Orient Le Jour",National,"On 23 November 2024, Israeli warplanes carried out an airstrike in Burj el Barajneh town (Baabda, Mount Lebanon). The Israeli military announced it had struck military infrastructure for Hezbollah in the area. Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1757377094
LBN30761,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Sayda,,Ghassaniyeh,33.4197,35.3594,1,"L'Orient Le Jour",National,"On 23 November 2024, Israeli warplanes carried out an airstrike in Ghassaniyeh town (Sayda, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1753954662
LBN30762,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Tebnine,33.1940,35.4097,1,Telegram,"New media","On 23 November 2024, Israeli warplanes carried out an airstrike in Tebnine town (Bint Jbeil, Al Nabatieh). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1756769989
LBN30804,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,Hanniyeh,33.1902,35.2236,1,"National News Agency Lebanon",National,"On 23 November 2024, the Israeli military fired artillery shells towards Hanniyeh (Tyr, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1757377094
LBN30805,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,"El Mansouri",33.1786,35.2061,1,"L'Orient Le Jour; National News Agency Lebanon",National,"On 23 November 2024, the Israeli military fired artillery shells towards the coast of El Mansouri (Tyr, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1756769989
LBN30830,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,Chaaytiye,33.1966,35.2654,2,"L'Orient Le Jour; National News Agency Lebanon",National,"On 23 November 2024, the Israeli military fired artillery shells in the vicinity of Chaaytiye (Tyr, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1757377094
LBN30861,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,"Mazraat Buyut as Sayad",33.1676,35.1940,1,"L'Orient Le Jour; National News Agency Lebanon",National,"On 23 November 2024, the Israeli military fired artillery shells towards Mazraat Buyut as Sayad (Tyr, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1753954662
LBN30926,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,Tyr,33.2733,35.1939,2,"National News Agency Lebanon",National,"On 23 November 2024, the Israeli military fired incendiary shells in the vicinity of Tyr city (Tyr, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1757377094
LBN30950,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Sayda,,Kharayeb,33.3434,35.2992,1,"L'Orient Le Jour",National,"On 23 November 2024, the Israeli military fired artillery shells towards Kharayeb town (Sayda, South). Casualties Unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,"Foreign military engagement",1757377094
SYR136417,2024-11-23,2024,2,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State in Iraq and the Levant (ISIL)",,2,"QSD: Syrian Democratic Forces",,2,22,,760,"Middle East",Syria,Aleppo,"Ain Al Arab","Ain al Arab","Ain al Arab - Unspecified",36.8891,38.3521,2,"Syria TV",National,"Around 23 November 2024 (week of), a landmine planted by ISIL fighters in rural Ain al Arab in the Aleppo countryside detonated, killing one QSD fighter. 1 fatality.",1,Insurgency,1782778901
SYR136421,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","YPG: Peoples Protection Units",,2,"JWS: Syrian National Army",,2,22,,760,"Middle East",Syria,Aleppo,"Al Bab","Al Bab",Hazwan,36.4093,37.4041,2,SHAAM,National,"On 23 November 2024, QSD fighters attempted to infiltrate JWS positions along the Maraanaz, Hazwan and Jatl fronts (coded to Jat) in rural Aleppo, killing and injuring several YPG and JWS fighters. Unspecified fatalities coded as 10 and split as follows: 4 Maraanaz, 3 Hazwan and 3 Jat. 3 fatalities coded.",3,Insurgency,1759187405
SYR136434,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","Liberation Army of Afrin","QSD: Syrian Democratic Forces",3,"JaS: Levant Front","JWS: Syrian National Army",2,23,,760,"Middle East",Syria,Aleppo,Azaz,Aghtrin,Abla,36.4331,37.3551,1,"Halab Today; SHAAM; SOHR",Other-National,"On 23 November 2024, armed clashes between Liberation Army of Afrin fighters against Levant front fighters took place along the Abla axis in rural Aleppo. JWS sent reinforcements to the area. At the same time, QSD shelled Abla town, injuring several civilians. There were no casualties.",0,"Insurgency; Terrorist activity",1759187405
SYR136438,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","Liberation Army of Afrin",,3,"JaS: Levant Front","JWS: Syrian National Army",2,23,,760,"Middle East",Syria,Aleppo,Azaz,Azaz,"Kafr Kalbein",36.5554,37.0886,2,"SHAAM; SOHR; Syria TV",Other-National,"On 23 November 2024, Liberation Army of Afrin fighters attempted to infiltrate Levant Front positions along the Kafr Khasher and Kafr Kalbein axis in rural Aleppo, triggering clashes and mutual artillery shelling between both, killing two Levant Front fighters in Kafr Khasher and killing and injuring several Liberation Army of Afrin fighters. JWS reinforcements mobilized along the frontlines. Two fatalities in addition to 10 unspecified fatalities. 12 fatalities split as follows: 7 Kafr Khasher, 5 Kafr Kalbein. 5 fatalities coded.",5,"Insurgency; Terrorist activity",1759187405
SYR136439,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","Liberation Army of Afrin",,3,"JaS: Levant Front","JWS: Syrian National Army",2,23,,760,"Middle East",Syria,Aleppo,Azaz,Azaz,"Kafr Khasher",36.5491,37.0650,2,"Halab Today; SHAAM; SOHR; Syria TV",Other-National,"On 23 November 2024, Liberation Army of Afrin fighters attempted to infiltrate Levant Front positions along the Kafr Khasher and Kafr Kalbein axis in rural Aleppo, triggering clashes and mutual artillery shelling between both, killing two Levant Front fighters in Kafr Khasher and killing and injuring several Liberation Army of Afrin fighters. JWS reinforcements mobilized along the frontlines. Two fatalities in addition to 10 unspecified fatalities. 12 fatalities split as follows: 7 Kafr Khasher, 5 Kafr Kalbein. 7 fatalities coded.",7,"Insurgency; Terrorist activity",1759187405
SYR136461,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","YPG: Peoples Protection Units",,2,"JWS: Syrian National Army",,2,22,,760,"Middle East",Syria,Aleppo,Jarablus,Jarablus,Jat,36.6373,38.0332,2,"SHAAM; Syria TV",National,"On 23 November 2024, YPG fighters attempted to infiltrate JWS positions along the Maraanaz, Hazwan and Jatl fronts (coded to Jat) in rural Aleppo, killing and injuring several YPG and JWS fighters. Unspecified fatalities coded as 10 and split as follows: 4 Maraanaz, 3 Hazwan and 3 Jat. 3 fatalities coded.",3,Insurgency,1759187405
SYR136607,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,"Ar Raqqa","Tell Abiad","Tell Abiad",Kobarlik,36.6787,38.7502,1,SOHR,Other,"On 23 November 2024, Turkish fighters shelled Kobarlik (Hweilik Kobarlik) in rural Ar Raqqa with artillery, injuring a young girl who died from her wounds. 1 fatality.",1,"Foreign military engagement",1759187405
SYR136608,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"QSD: Syrian Democratic Forces",,2,28,,760,"Middle East",Syria,"Ar Raqqa","Tell Abiad","Tell Abiad","Tell Abiad",36.6978,38.9548,2,"Alkhabour; SHAAM; SOHR; The Euphrates Post",Other-National,"On 23 November 2024, Turkish fighters shelled QSD positions in rural western Tell Abiad in Ar Raqqa's countryside with artillery without causing any casualties.",0,"Foreign military engagement; Insurgency",1759187405
SYR136633,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps",,8,28,,760,"Middle East",Syria,"Deir ez Zor","Abu Kamal",Jalaa,Muaayzilah,34.6177,40.4523,2,"Halab Today; SHAAM; SOHR; Syria TV; The Euphrates Post",Other-National,"On 23 November 2024, ISIL fighters ambushed a group of IRGC members in the Muaayzilah badia area in rural Deir ez Zor, killing two IRGC fighters and injuring two other members. 2 fatalities.",2,"Foreign military engagement; Insurgency",1753956219
SYR136658,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"QSD: Syrian Democratic Forces",,2,22,,760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor",Khasham,Dahleh,35.2246,40.3878,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, ISIL fighters attacked a QSD-affiliated patrol escorting a convoy of oil tankers along a road in Dahleh in rural Deir ez Zor, triggering armed clashes between both, killing one QSD fighter, injuring two other fighters and causing material damage to several oil tankers. 1 fatality.",1,Insurgency,1759187405
SYR136681,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,760,"Middle East",Syria,Homs,"Al Qusayr","Al Qusayr","Jusiya Al Ammar",34.4252,36.5550,1,"Halab Today; Liveuamap; SOHR; SY24; Syria TV; The Euphrates Post","Local partner-New media","On 23 November 2024, Israeli warplanes conducted four airstrikes targeting Jusiya Al Ammar - Al Qaa' crossing along the Syrian-Lebanese border in rural Homs as part of an operation against Hezbollah's supply lines and logistics networks. The strikes caused only material damage. There were no casualties.",0,"Foreign military engagement",1755564853
SYR136712,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,3,"Civilians (Syria)","Farmers (Syria)",7,37,"Civilian targeting",760,"Middle East",Syria,Idleb,Ariha,Ariha,Maarbalit,35.8084,36.6605,1,"Rasd Network; SHAAM; SOHR; Syria TV",Other-National,"On 23 November 2024, a landmine previously planted by unidentified gunmen in agricultural farms in Maarbalit in rural Idleb detonated, killing a fifteen-year-old child and injuring another child who were harvesting olives. 1 fatality.",1,"Terrorist activity",1759187405
LBN30676,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,"Civilians (Lebanon)",,7,78,"Civilian targeting",422,"Middle East",Lebanon,South,Sayda,,Kfarmelki,33.5024,35.4778,1,"National News Agency Lebanon",National,"On 23 November 2024, Israeli warplanes carried out an airstrike in Kfarmelki (Sayda, South). An individual was killed in the attack. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",1,"Foreign military engagement",1753954662
SYR136436,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"Military Forces of Syria (2000-2024)","YPG: Peoples Protection Units",1,18,,760,"Middle East",Syria,Aleppo,Azaz,Aghtrin,Taanah,36.3821,37.3282,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, Turkish fighters targeted regime and YPG positions in Taanah in rural Aleppo with artillery shelling. Casualties unknown.",0,"Foreign military engagement",1753956190
SYR136437,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"Military Forces of Syria (2000-2024)","YPG: Peoples Protection Units",1,18,,760,"Middle East",Syria,Aleppo,Azaz,Aghtrin,"Tal Jijin",36.4108,37.3411,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, Turkish fighters targeted regime and YPG positions in Tal Jijin in rural Aleppo with artillery shelling. Casualties unknown.",0,"Foreign military engagement",1759187405
SYR136440,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","YPG: Peoples Protection Units","Military Forces of Syria (2000-2024)",2,"JWS: Syrian National Army","Military Forces of Turkey (2016-)",2,22,,760,"Middle East",Syria,Aleppo,Azaz,Azaz,Maraanaz,36.5511,37.0187,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, YPG fighters attempted to infiltrate JWS positions along the Maraanaz, Hazwan and Jatl fronts (coded to Jat) in rural Aleppo, killing and injuring several YPG and JWS fighters. In conjunction, Turkish forces shelled regime and YPG positions in Maraanaz town. Unspecified fatalities coded as 10 and split as follows: 4 Maraanaz, 3 Hazwan and 3 Jat. 4 fatalities coded.",4,Insurgency,1759187405
SYR136441,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"Military Forces of Syria (2000-2024)","YPG: Peoples Protection Units",1,18,,760,"Middle East",Syria,Aleppo,Azaz,Azaz,Maraanaz,36.5511,37.0187,1,SOHR,Other,"On 23 November 2024, Turkish fighters targeted regime and YPG positions in Maraanaz in rural Aleppo with artillery. Casualties unknown.",0,"Foreign military engagement",1759187405
SYR136445,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"Military Forces of Syria (2000-2024)","YPG: Peoples Protection Units",1,18,,760,"Middle East",Syria,Aleppo,Azaz,Mare,Harbal,36.4306,37.1669,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, Turkish fighters targeted regime and YPG positions in Harbal in rural Aleppo with artillery shelling. Casualties unknown.",0,"Foreign military engagement",1759187405
SYR136455,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"Military Forces of Syria (2000-2024)","YPG: Peoples Protection Units",1,18,,760,"Middle East",Syria,Aleppo,Azaz,"Tall Refaat","Tall Refaat",36.4726,37.0941,2,"SHAAM; SOHR",Other-National,"On 23 November 2024, Turkish fighters targeted regime and YPG positions in Ziwan coded to Tall Refaat in rural Aleppo with artillery shelling. Casualties unknown.",0,"Foreign military engagement",1759187405
SYR136467,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Aleppo,"Jebel Saman",Atareb,"Al As'ous",36.0773,36.8491,1,"North Press Agency; SOHR; Syria TV",Other-National,"On 23 November 2024, regime-affiliated FPV suicide drones targeted Al As'ous and its hills and vicinity in rural Aleppo in conjunction with regime fighters shelling agricultural land in Al As'ous with mortars, causing material damage without causing any casualties.",0,,1759187405
SYR136468,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Aleppo,"Jebel Saman",Atareb,"Al Wasta",36.1107,36.8401,1,"Syria TV",National,"On 23 November 2024, regime forces targeted Al Wasta in Aleppo's countryside with artillery, mortar shelling and booby-trapped drones, injuring several civilians. There were no fatalities.",0,Repression,1759187405
SYR136471,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Aleppo,"Jebel Saman",Atareb,Al-Qasr,36.1297,36.8664,1,SHAAM,National,"On 23 November 2024, regime fighters shelled Al-Qasr in rural Aleppo with artillery. Casualties unknown.",0,,1759187405
SYR136483,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Aleppo,"Jebel Saman",Atareb,Babka,36.1421,36.7537,1,SHAAM,National,"On 23 November 2024, regime fighters shelled Babka in rural Aleppo with artillery. Casualties unknown.",0,,1759187405
SYR136487,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Aleppo,"Jebel Saman",Atareb,"Kafr Amma",36.1409,36.8735,1,"SHAAM; SOHR; Syria TV",Other-National,"On 23 November 2024, regime forces targeted Kafr Amma in rural Aleppo with artillery and mortar shelling and booby-trapped drones without causing any casualties.",0,,1759187405
SYR136491,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Aleppo,"Jebel Saman",Atareb,"Kafr Noran",36.0780,36.8322,1,"Halab Today; Liveuamap; North Press Agency; SHAAM; SOHR; Syria TV; Twitter","Local partner-New media","On 23 November 2024, regime-affiliated FPV suicide drones targeted a civilian vehicle in Kafr Noran in rural Aleppo, injuring two civilians including a child and causing material damage to the vehicle. There were no fatalities.",0,Repression,1759187405
SYR136493,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Aleppo,"Jebel Saman",Atareb,"Kafr Taal",36.1542,36.8935,1,"Syria TV",National,"On 23 November 2024, regime forces targeted Kafr Taal in Aleppo's countryside with artillery, mortar shelling and booby-trapped drones, injuring several civilians. There were no fatalities.",0,Repression,1759187405
SYR136507,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Aleppo,"Jebel Saman",Atareb,Tadil,36.1647,36.8880,1,"Syria TV",National,"On 23 November 2024, regime forces targeted Tadil town in Aleppo's countryside with artillery, mortar shelling and booby-trapped drones, injuring several civilians. There were no fatalities.",0,Repression,1759187405
SYR136521,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)","Militia (Pro-Government)",1,"HTS: Hayat Tahrir al Sham",,2,12,,760,"Middle East",Syria,Aleppo,"Jebel Saman","Daret Azza","Daret Azza",36.2850,36.8511,1,"Halab Today; Liveuamap; SHAAM; SOHR; Twitter","Local partner-New media","On 23 November 2024, regime-affiliated FPV suicide drones targeted suspected HTS positions in the vicinity of Daret Azza in rural Aleppo in conjunction with regime fighters and pro-government militias shelling Daret Azza with artillery and rockets, causing material damage without causing any casualties.",0,Insurgency,1759187405
SYR136535,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Aleppo,"Jebel Saman","Daret Azza","Regiment 111 Army Base",36.2586,36.8952,2,"Syria TV",National,"On 23 November 2024, regime forces targeted the vicinity of the Regiment 111 Army Base in Aleppo's countryside with artillery, mortar shelling and booby-trapped drones, injuring several civilians. There were no fatalities.",0,Repression,1759187405
SYR136540,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Aleppo,"Jebel Saman","Daret Azza",Taqad,36.1987,36.8698,1,"Syria TV",National,"On 23 November 2024, regime forces targeted Taqad in Aleppo's countryside with artillery, mortar shelling and booby-trapped drones, injuring several civilians. There were no fatalities.",0,Repression,1759187405
SYR136644,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)","Militia (Pro-Iran)",1,"QSD: Syrian Democratic Forces",,2,12,,760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor",Basira,Shiheil,35.0920,40.4543,1,SOHR,Other,"On 23 November 2024, artillery shelling originating from regime and pro-Iranian militia-controlled areas targeted a QSD-affiliated position in Shiheil in rural Deir ez Zor, injuring two QSD fighters. There were no fatalities.",0,Insurgency,1759187405
SYR136649,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor","Deir ez Zor","Bishri Mountain - Deir-ez-Zor",35.4048,39.4884,2,SOHR,Other,"On 23 November 2024, ISIL fighters ambushed a regime-affiliated vehicle in the badia of Bishri Mountain - Deir-ez-Zor, killing two regime members including a lieutenant officer. 2 fatalities.",2,Insurgency,1753971425
SYR136699,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)","Militia (Pro-Government)",1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Idleb,Ariha,Ariha,Ariha,35.8140,36.6102,1,"Liveuamap; North Press Agency; SHAAM; SOHR; Syria TV; Twitter","Local partner-New media","On 23 November 2024, regime fighters and pro-government militias shelled Ariha in rural Idleb with artillery, injuring several civilians including children. There were no fatalities.",0,Repression,1759187405
SYR136705,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ariha,Banin,35.7097,36.6401,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, regime fighters shelled Banin in rural Idleb with artillery and rockets. Casualties unknown.",0,,1759187405
SYR136711,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Idleb,Ariha,Ariha,Maarbalit,35.8084,36.6605,1,"Halab Today; North Press Agency; SOHR; Syria TV",Other-National,"On 23 November 2024, regime-affiliated FPV suicide drones targeted Maarbalit axis in rural Idleb in conjunction with regime fighters shelling Maarbalit and its outskirts with artillery, killing one child, injuring another individual and causing material damage. 1 fatality.",1,Repression,1759187405
SYR136721,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,"HTS: Hayat Tahrir al Sham",,2,12,,760,"Middle East",Syria,Idleb,Ariha,Ariha,Majdaliya,35.8345,36.6775,1,"Halab Today; North Press Agency; SHAAM; SOHR; Syria TV",Other-National,"On 23 November 2024, regime-affiliated FPV suicide drones targeted suspected HTS positions in Majdaliya in rural Idleb in conjunction with fighters shelling Majdaliya, its outskirts and its vicinity in rural Idleb with artillery and rockets, causing material damage without causing any casualties.",0,Insurgency,1759187405
SYR136726,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ariha,Mantaf,35.7784,36.6518,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, regime fighters shelled Mantaf in rural Idleb with artillery and rockets. Casualties unknown.",0,,1759187405
SYR136728,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ariha,Ruwaiha,35.7378,36.6950,1,"North Press Agency; SHAAM; SOHR",Other-National,"On 23 November 2024, regime fighters shelled Ruwaiha and its axis in rural Idleb with artillery and rockets without causing any casualties.",0,,1759187405
SYR136732,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ehsem,Bara,35.6860,36.5424,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, regime fighters shelled Bara in rural Idleb with artillery and rockets. Casualties unknown.",0,,1759187405
SYR136736,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ehsem,"Deir Sunbul",35.6993,36.6055,2,"Halab Today",National,"On 23 November 2024, regime fighters shelled the vicinity of Deir Sunbul in rural Idleb with artillery. Casualties unknown.",0,,1759187405
SYR136749,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Idleb,Idleb,Bennsh,Bennsh,35.9566,36.7138,1,"North Press Agency; SHAAM; SOHR; Syria TV",Other-National,"On 23 November 2024, regime fighters shelled Bennsh and its outskirts in rural Idleb with artillery and rockets, killing one girl and injuring her two siblings. 1 fatality.",1,Repression,1759187405
