event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SYR130404,2024-07-14,2024,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"Qaterji Militia",,3,23,,760,"Middle East",Syria,"Ar Raqqa","Ath Thawrah",Mansura,"Eastern Zamleh",35.5023,39.0010,2,"AlBadia 24; Alkhabour; Facebook; Halab Today; Liveuamap; SHAAM; SOHR; SY24; Syria TV; The Euphrates Post; Twitter","Local partner-New media","On 14 July 2024, IS members attacked a convoy of oil tankers belonging to Qaterji Militia in the area of Wadi Obaid along the road between Eastern Zamleh and Ithariyah in the Badia of Ar Raqqa, killing two drivers and wounding another. 2 fatalities.",2,Insurgency,1753971578
SYR130410,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,"Military Forces of Syria (2000-2024)",,1,18,,760,"Middle East",Syria,"Rural Damascus","Rural Damascus",Qudsiya,Jamraya,33.5689,36.2326,2,"AlBadia 24; Dar'a 24; Facebook; GardaWorld; Halab Today; Liveuamap; SHAAM; SOHR; SY24; Syria TV; Telegram; Twitter","Local partner-New media","On 14 July 2024, Israeli warplanes conducted airstrikes targeting an armory storage for Syrian regime forces in the area of Jamraya in Rural Damascus. Syrian air defense systems claim to have intercepted some of the missiles. Casualties unknown.",0,"Foreign military engagement",1753956190
SYR130512,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,3,"Civilians (Syria)",,7,37,"Civilian targeting",760,"Middle East",Syria,Aleppo,"Al Bab","Al Bab","Al Bab",36.3697,37.5149,1,"Alkhabour; Facebook; Halab Today; Liveuamap; SHAAM; SNHR; SOHR; Syria TV; The Euphrates Post; Twitter","Local partner-Other","On 14 July 2024, a cluster bomb planted by an unidentified armed group detonated inside a vegetable truck in Souq al Hal in the city of Al Bab in the countryside of Aleppo, killing two civilians and wounding five others. 2 fatalities.",2,"Terrorist activity",1759187405
SYR130552,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"QSD: Syrian Democratic Forces",,2,28,,760,"Middle East",Syria,"Al Hasakeh","Al Hasakeh","Tal Tamer",Tawileh,36.6509,40.2713,1,"Alkhabour; SHAAM",Subnational-National,"On 14 July 2024, Turkish forces shelled QSD positions in the village of Tawileh in the countryside of Al Hasakeh with artillery. Casualties unknown.",0,"Foreign military engagement; Insurgency",1759187405
SYR130557,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"YPG: Peoples Protection Units",,2,28,,760,"Middle East",Syria,Aleppo,Azaz,Aghtrin,"Tal Jijin",36.4108,37.3411,2,"Liveuamap; Twitter","Local partner-New media","On 14 July 2024, Turkish forces shelled YPG positions in the village of Tal Jijin in the countryside of Aleppo with artillery. Casualties unknown.",0,"Foreign military engagement; Insurgency",1759187405
SYR130558,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"YPG: Peoples Protection Units",,2,28,,760,"Middle East",Syria,Aleppo,Afrin,Afrin,Enab,36.5191,36.9543,2,"Liveuamap; Twitter","Local partner-New media","On 14 July 2024, Turkish forces shelled YPG positions on Enab axis in the countryside of Aleppo with artillery. Casualties unknown.",0,"Foreign military engagement; Insurgency",1759187405
SYR130598,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Military Forces",,8,"Militia (Pro-Iran)",,3,38,,760,"Middle East",Syria,"Deir ez Zor","Abu Kamal","Abu Kamal","Al-Bukamal - Unspecified",34.4546,40.9116,2,"Halab Today",National,"On 14 July 2024, an unidentified military force conducted an airstrike targeting a weapon shipment belonging to pro-Iran militias in the town of Al-Bukamal in the countryside of Deir ez Zor after it crossed from Iraq. Casualties unknown.",0,"Foreign military engagement",1782778901
SYR130606,2024-07-14,2024,1,"Political violence",Battles,"Armed clash","Tribal and Clan Forces",,4,"QSD: Syrian Democratic Forces",,2,24,,760,"Middle East",Syria,"Deir ez Zor","Al Mayadin",Thiban,Thiban,35.0114,40.5047,1,"Halab Today",National,"On 14 July 2024, Tribal and Clan Forces attacked a QSD military post in the town of Thiban in the countryside of Deir ez Zor using light and medium machine guns. Casualties unknown.",0,Insurgency,1759187405
SYR130403,2024-07-14,2024,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"Military Forces of Syria (2000-2024) 26th Air Defense Division",,1,12,,760,"Middle East",Syria,Homs,Tadmor,Tadmor,Tadmor,34.5656,38.2877,2,"SOHR; Syria TV",Other-National,"On 14 July 2024, IS members attacked a military post of the Syrian 26th Air Defense Division in the vicinity of Tadmor city in the countryside of Homs, capturing 8 regime soldiers and seizing their weapons. There were no casualties.",0,Insurgency,1782855118
SYR130515,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Al Fath Al Mubeen Operation Room",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Idleb,Ariha,Ariha,Ruwaiha,35.7378,36.6950,2,"SHAAM; Syria TV",National,"On 14 July 2024, Al Fath Al Mubeen Operation Room shelled Syrian regime positions on Ruwaiha axis in the countryside of Idleb with artillery. Casualties unknown.",0,Insurgency,1759187405
SYR130516,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","HTS: Hayat Tahrir al Sham",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Lattakia,Lattakia,"Qastal Maaf","Tallat Abu Ali",35.7796,35.9613,2,"SHAAM; Syria TV",National,"On 14 July 2024, HTS forces shelled Syrian regime positions on Tallat Abu Ali axis in the countryside of Lattakia with heavy machine guns. Casualties unknown.",0,Insurgency,1753971578
SYR130521,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Hama,"As Suqaylabiyah",Ziyara,Al-Sirmaniyah,35.7225,36.2781,2,"Syria TV",National,"On 14 July 2024, Syrian regime forces shelled the vicinity of Al-Sirmaniyah village in the countryside of Hama with artillery. Casualties unknown.",0,,1759187405
SYR130522,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ariha,Banin,35.7097,36.6401,2,"Liveuamap; SHAAM; Twitter","Local partner-New media","On 14 July 2024, Syrian regime forces shelled the vicinity of Banin village in the countryside of Idleb with artillery. Casualties unknown.",0,,1759187405
SYR130523,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ehsem,Bara,35.6860,36.5424,2,"Halab Today; SHAAM; Syria TV",National,"On 14 July 2024, Syrian regime forces shelled the vicinity of Bara village in the countryside of Idleb with artillery. Casualties unknown.",0,,1759187405
SYR130524,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Lattakia,Lattakia,Rabeea,Nawwara-Klz,35.8530,36.0785,2,SHAAM,National,"On 14 July 2024, Syrian regime forces shelled the vicinity of Nawwara-Klz village in the countryside of Lattakia with artillery. Casualties unknown.",0,,1759187405
SYR130525,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,"Al Mara","Kafr Nobol",Ftireh,35.6097,36.4853,1,"Syria TV",National,"On 14 July 2024, Syrian regime forces shelled the village of Ftireh in the countryside of Idleb with artillery. Casualties unknown.",0,,1759187405
SYR130578,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Hama,"As Suqaylabiyah",Ziyara,Ziyara,35.6848,36.3387,2,SHAAM,National,"On 14 July 2024, opposition rebels shelled Syrian regime positions on Masharee' axis, coded to Ziyara in the countryside of Hama with heavy machine guns. Casualties unknown.",0,Insurgency,1759187405
SYR130787,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State in Iraq and the Levant (ISIL)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,"Ar Raqqa","Ar Raqqa",Maadan,Maadan,35.7552,39.6075,2,SOHR,Other,"On 14 July 2024, a landmine planted by IS members detonated in the badia of Ar Raqqa, coded to Maadan, killing three Syrian regime soldiers and wounding others. On 21 July another soldier succumbed to his injuries. 4 fatalities.",4,Insurgency,1753971578
SYR132923,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,760,"Middle East",Syria,Quneitra,Quneitra,Masaada,"Gladiola Outpost",33.3182,35.7122,2,"El Nashra; Hezbollah War Media; L'Orient Le Jour; Murr TV; National News Agency Lebanon; Twitter","New media-Regional","On 14 July 2024, Hezbollah fired a Burkan missile at Israeli soldiers in the vicinity of Gladiola Outpost (Masaada, Quneitra). The Israeli military retaliated by firing artillery shells in the vicinity of the town (coded separately). There were no casualties.",0,,1771358479
SYR130409,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,"Military Forces of Syria (2000-2024)",,1,18,,760,"Middle East",Syria,Damascus,Damascus,Damascus,"Damascus - Kafr Sousah",33.4899,36.2682,1,"AlBadia 24; Dar'a 24; Facebook; GardaWorld; Halab Today; Liveuamap; SHAAM; SOHR; SY24; Syria TV; Telegram; Twitter","Local partner-New media","On 14 July 2024, Israeli warplanes conducted airstrikes targeting a command center of the Syrian regime forces in Damascus - Kafr Sousah neighborhood in the city of Damascus. Syrian air defense systems claim to have intercepted some of the missiles. Casualties unknown.",0,"Foreign military engagement",1780959482
SYR130613,2024-07-14,2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Syria)",,3,"Police Forces of Syria (2000-2024)",,1,13,,760,"Middle East",Syria,"As Sweida","As Sweida","As Sweida","As-Sweida - Unspecified",32.7068,36.5680,1,"Facebook; Halab Today; SOHR; Suwayda 24; Syria TV; Twitter","Other-New media","On 14 July 2024, an unidentified armed group targeted the central police station in the city of As-Sweida with an RPG, then clashed with the police after the latter refused to release three detainees. There were no casualties.",0,"Terrorist activity",1782778901
ISR41034,2024-07-14,2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)","Police Forces of Israel (2022-) Border Police",1,13,,376,"Middle East",Israel,HaMerkaz,Ramla,Ramle,"Nir Tzvi",31.9529,34.8641,1,"Haaretz; Jerusalem Post; Kan News; Times of Israel",National,"On 14 July 2024, a Palestinian carried out a car ramming in Nir Tzvi (Ramla, HaMerkaz), injuring four IDF soldiers, including two in serious condition. Following the ramming, a border police officer shot and killed the Palestinian assailant, who was a resident of East Jerusalem. One of the injured soldiers later succumbed to his wounds.",2,,1741039814
ISR45299,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee","Hadab Yaroun",33.0652,35.4314,2,"Hezbollah War Media","New media","On 14 July 2024, On 14 July 2024, Hezbollah forces in Lebanon claimed to have targeted 'deployment of Israeli soldiers' in the vicinity of the Hadab Yaroun site (Zefat, HaZafon) with rocket weapons. No direct hit was reported. There were no casualties.",0,,1741125174
ISR45300,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike",Hezbollah,,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee","Eilit Base",33.0236,35.5485,1,"Hezbollah War Media","New media","On 14 July 2024, Hezbollah forces in Lebanon carried out attacks via squadrons of attack drones targeting the headquarters of the Israeli army's 91st Division in Eilit Base (Zefat, HaZafon). Hezbollah claimed to have achieved direct hits and inflicted casualties among soldiers but it was not confirmed. Unconfirmed fatalities coded as 0.",0,,1741125174
SYR130411,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,"Military Forces of Syria (2000-2024)",,1,18,,760,"Middle East",Syria,Dara,"As Sanamayn","As Sanamayn",As-Sanamayn,33.0711,36.1833,2,"AlBadia 24; Dar'a 24; Facebook; GardaWorld; Halab Today; Liveuamap; SHAAM; SOHR; SY24; Syria TV; Telegram; The Euphrates Post; Twitter","Local partner-New media","On 14 July 2024, Israeli warplanes conducted airstrikes targeting Syrian regime air defenses inside the 79 Brigade base near As-Sanamayn town in the countryside of Dara, killing two soldiers from the air defence forces. Syrian air defense systems claim to have intercepted some of the missiles. 2 fatalities.",2,"Foreign military engagement",1753956190
SYR132430,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,8,38,,760,"Middle East",Syria,Quneitra,Quneitra,Masaada,"Al Ramtha",33.2852,35.6903,1,"El Nashra; L'Orient Le Jour; Murr TV; National News Agency Lebanon; Twitter","New media-Regional","On 14 July 2024, Hezbollah fired several missiles targeting the Rwayset al Alam (coded separately) and Al Ramtha Israeli military sites in Kfar Chouba hills (Masaada, Quneitra). The group announced it had achieved direct hits. The Israeli military retaliated by firing artillery shells in the vicinity of the town (coded separately). There were no casualties.",0,"Foreign military engagement",1753956190
LBN22487,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Aita ech Chaab",33.0971,35.3367,1,"El Nashra; Liveuamap; National News Agency Lebanon; Twitter","Local partner-New media","On 14 July 2024, Israeli warplanes carried out two airstrikes with three missiles in Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22488,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Bani Haiyan",33.2431,35.4890,1,"El Nashra; Liveuamap; National News Agency Lebanon; Twitter","Local partner-New media","On 14 July 2024, Israeli warplanes carried out an airstrike in Bani Haiyan town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22489,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Blida,33.1400,35.5147,2,"L'Orient Le Jour; Liveuamap; Twitter","Local partner-New media","On 14 July 2024, the Israeli military fired artillery shells in the vicinity of Blida town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
